province;red;green;blue;x;x
4478;9;199;0;Qikufo;x
4479;7;199;0;Yuhevogenuland;x
4480;6;199;0;Cubxatiluzwit;x
4481;249;198;0;Wilhom;x
4482;240;198;0;Pemajus;x
4483;234;198;0;Cisdeyajguland;x
4484;231;198;0;Jaqvigik;x
4485;227;198;0;Yijurma;x
4486;221;198;0;Bittenpewguj;x
4487;218;198;0;Kerpovboland;x
4488;217;198;0;Mozqurbakhun;x
4489;216;198;0;Mokviwni;x
4490;215;198;0;Tagyufamu;x
4491;199;198;0;Zurvosu;x
4492;188;198;0;Nudsunapcana;x
4493;176;198;0;Pogo;x
4494;175;198;0;Qeldizawijub;x
4495;148;198;0;Rocafelut;x
4496;137;198;0;Yivoc;x
4497;128;198;0;Taygoguciwnif;x
4498;127;198;0;Laloda;x
4499;116;198;0;Jimtowsamo;x
4500;113;198;0;Cowucxojeq;x
4501;110;198;0;Hoqahvudland;x
4502;105;198;0;Wimgoysivakde;x
4503;101;198;0;Botnicvujland;x
4504;98;198;0;Nablod;x
4505;91;198;0;Xowami;x
4506;88;198;0;Jiksikyafland;x
4507;79;198;0;Hodapigqef;x
4508;71;198;0;Pozmurladirli;x
4509;67;198;0;Befjulwudnixe;x
4510;65;198;0;Lilid;x
4511;64;198;0;Rogbavud;x
4512;60;198;0;Polmoraland;x
4513;58;198;0;Jiboma;x
4514;49;198;0;Vuxeqi;x
4515;41;198;0;Dudov;x
4516;39;198;0;Seten;x
4517;35;198;0;Jolland;x
4518;29;198;0;Niwjujip;x
4519;18;198;0;Matbiji;x
4520;17;198;0;Relotote;x
4521;0;198;0;Nikaxal;x
4522;253;197;0;Kiqseyoburland;x
4523;249;197;0;Dadomron;x
4524;239;197;0;Fifustum;x
4525;238;197;0;Wapja;x
4526;232;197;0;Faka;x
4527;231;197;0;Nopnubafgoyland;x
4528;230;197;0;Nimirwuhhow;x
4529;221;197;0;Cuxpewo;x
4530;219;197;0;Kosyirno;x
4531;214;197;0;Gozab;x
4532;212;197;0;Misuland;x
4533;210;197;0;Juvbodum;x
4534;202;197;0;Roylo;x
4535;188;197;0;Cowizva;x
4536;183;197;0;Yuhnoniqxel;x
4537;181;197;0;Pureb;x
4538;163;197;0;Forukim;x
4539;157;197;0;Semumland;x
4540;154;197;0;Wonesejyikoh;x
4541;151;197;0;Powzudbil;x
4542;149;197;0;Jivneyozkeland;x
4543;140;197;0;Vigjiqu;x
4544;134;197;0;Woko;x
4545;133;197;0;Cuwyavocasuxland;x
4546;131;197;0;Wuwufjibe;x
4547;123;197;0;Li;x
4548;121;197;0;Mofyugeb;x
4549;114;197;0;Jorjenroz;x
4550;107;197;0;Hukbepzuc;x
4551;106;197;0;Vajfase;x
4552;100;197;0;Tubet;x
4553;96;197;0;Tat;x
4554;91;197;0;Gomvuzlaknu;x
4555;84;197;0;Macohzezac;x
4556;71;197;0;Qulidun;x
4557;48;197;0;Picpaphob;x
4558;45;197;0;Yus;x
4559;37;197;0;Niqvor;x
4560;33;197;0;Hofkot;x
4561;30;197;0;Gusinyuquc;x
4562;14;197;0;Zevrevedow;x
4563;10;197;0;Cutmeleqpif;x
4564;2;197;0;Zumovabazland;x
4565;0;197;0;Janrata;x
4566;255;196;0;Nejiyiwa;x
4567;248;196;0;Wobnewtim;x
4568;245;196;0;Rarvaxi;x
4569;241;196;0;Jogamodland;x
4570;238;196;0;Yawqoxa;x
4571;223;196;0;Pelguvhekya;x
4572;210;196;0;Bicuvunmo;x
4573;202;196;0;Vu;x
4574;196;196;0;Neq;x
4575;195;196;0;Posug;x
4576;185;196;0;Yiwo;x
4577;178;196;0;Hemkoxgaj;x
4578;176;196;0;Zufotapfiq;x
4579;160;196;0;Nisxoxan;x
4580;159;196;0;Gu;x
4581;151;196;0;Vexdoxwag;x
4582;147;196;0;Segozzune;x
4583;135;196;0;Zejji;x
4584;133;196;0;Heliryun;x
4585;124;196;0;Xabtab;x
4586;117;196;0;Fujhelmonxo;x
4587;105;196;0;Fegosva;x
4588;103;196;0;Rutesyerzex;x
4589;101;196;0;Kepxatluvuvaz;x
4590;90;196;0;Nojqic;x
4591;81;196;0;Wudoves;x
4592;80;196;0;Cixpeland;x
4593;75;196;0;Wus;x
4594;67;196;0;Yekokya;x
4595;56;196;0;Kegecland;x
4596;52;196;0;Jukorhuland;x
4597;50;196;0;Buxujyadpey;x
4598;48;196;0;Wexegiqyov;x
4599;47;196;0;Dajwuland;x
4600;45;196;0;Jowu;x
4601;35;196;0;Xa;x
4602;33;196;0;Tefcuq;x
4603;29;196;0;Fiqekib;x
4604;25;196;0;Sonwir;x
4605;23;196;0;Weca;x
4606;19;196;0;Lesubej;x
4607;16;196;0;Colfi;x
4608;12;196;0;Pigoduj;x
4609;11;196;0;Nigra;x
4610;10;196;0;Mebneyziztuy;x
4611;7;196;0;Figosu;x
4612;5;196;0;Jijdayra;x
4613;1;196;0;Tofomqa;x
4614;253;195;0;Sovilzoz;x
4615;250;195;0;Tufha;x
4616;248;195;0;No;x
4617;244;195;0;Gufhusizxo;x
4618;237;195;0;Qomiru;x
4619;233;195;0;Nulkaf;x
4620;231;195;0;Ciputtaland;x
4621;229;195;0;Qafisnu;x
4622;227;195;0;Kufipcoga;x
4623;221;195;0;Fujanex;x
4624;220;195;0;Jadti;x
4625;219;195;0;Mezcixagduh;x
4626;211;195;0;Buxov;x
4627;205;195;0;Sapcojwoland;x
4628;195;195;0;Pewu;x
4629;194;195;0;Luwqabreland;x
4630;190;195;0;Nudja;x
4631;181;195;0;Gacet;x
4632;178;195;0;Si;x
4633;177;195;0;Tamtomhiyve;x
4634;174;195;0;Qudadceyihfo;x
4635;173;195;0;Nuruntaland;x
4636;169;195;0;Fozgovafigpa;x
4637;167;195;0;Xefse;x
4638;155;195;0;Ruyhiprohpeq;x
4639;151;195;0;Xakhahmoyosma;x
4640;144;195;0;Geqorviy;x
4641;137;195;0;Fichogqa;x
4642;131;195;0;Pafomvecloh;x
4643;130;195;0;Yudmum;x
4644;128;195;0;Xaponahi;x
4645;124;195;0;Xuwgoqsabe;x
4646;123;195;0;Rojiqu;x
4647;116;195;0;Fanruhfaj;x
4648;101;195;0;Pipvixojbiland;x
4649;99;195;0;Xigfulavlu;x
4650;91;195;0;Vaku;x
4651;90;195;0;Juyi;x
4652;86;195;0;Jabmuwayas;x
4653;70;195;0;Guzpo;x
4654;68;195;0;Wedfi;x
4655;63;195;0;Soru;x
4656;62;195;0;Yuseptu;x
4657;59;195;0;Soruppa;x
4658;57;195;0;Hukuqeland;x
4659;52;195;0;Zanremgaz;x
4660;50;195;0;Huldidwim;x
4661;39;195;0;Goyeh;x
4662;36;195;0;Nofo;x
4663;33;195;0;Xetmigvasuzbi;x
4664;30;195;0;Veveb;x
4665;26;195;0;Hopucariv;x
4666;23;195;0;Qocozayfo;x
4667;14;195;0;Ridoc;x
4668;12;195;0;Setocukland;x
4669;8;195;0;Vuyilmara;x
4670;1;195;0;Yokfihpu;x
4671;0;195;0;Xajtuzuxze;x
4672;254;194;0;Baqyag;x
4673;242;194;0;Gahdo;x
4674;240;194;0;Yislewusiland;x
4675;239;194;0;Daxeloc;x
4676;238;194;0;Vevmom;x
4677;234;194;0;Tefuge;x
4678;231;194;0;Tonyuju;x
4679;222;194;0;Qacvunaza;x
4680;221;194;0;Keloqihland;x
4681;219;194;0;Lowleyagland;x
4682;215;194;0;Rakiyvobitki;x
4683;198;194;0;Keras;x
4684;195;194;0;Liksupbirkiku;x
4685;192;194;0;Zuzupov;x
4686;185;194;0;Xoza;x
4687;182;194;0;Numachu;x
4688;165;194;0;Nuju;x
4689;164;194;0;Gove;x
4690;161;194;0;Nipites;x
4691;159;194;0;Poxkipnifon;x
4692;152;194;0;Ve;x
4693;149;194;0;Kipuv;x
4694;148;194;0;Radim;x
4695;138;194;0;Masjujye;x
4696;130;194;0;Gote;x
4697;128;194;0;Merqoyit;x
4698;121;194;0;Muqiyurbufland;x
4699;113;194;0;Gew;x
4700;101;194;0;Pu;x
4701;99;194;0;Voskubxut;x
4702;93;194;0;Ginserfo;x
4703;83;194;0;Wifucig;x
4704;82;194;0;Wozay;x
4705;79;194;0;Nedxevajco;x
4706;74;194;0;Reyobidhewkaj;x
4707;71;194;0;Xobepvir;x
4708;65;194;0;Yus;x
4709;63;194;0;Henwud;x
4710;54;194;0;Daqe;x
4711;47;194;0;Savsezim;x
4712;46;194;0;Pijijrakxofuyland;x
4713;38;194;0;Pabufe;x
4714;33;194;0;Jovu;x
4715;5;194;0;Capoj;x
4716;244;193;0;Dusvikvoland;x
4717;236;193;0;Mudolco;x
4718;235;193;0;Zeguyad;x
4719;232;193;0;Tudrulvuy;x
4720;231;193;0;Nitdiwatu;x
4721;226;193;0;Kilaykamcah;x
4722;223;193;0;Cocxomic;x
4723;222;193;0;Je;x
4724;220;193;0;Vacinucaf;x
4725;217;193;0;Zunajdom;x
4726;212;193;0;Fuwufde;x
4727;199;193;0;Lafebvuland;x
4728;194;193;0;Paf;x
4729;192;193;0;Je;x
4730;188;193;0;Cire;x
4731;172;193;0;Rununuq;x
4732;168;193;0;Gubjay;x
4733;164;193;0;Xuvnuxmuboland;x
4734;159;193;0;Kor;x
4735;152;193;0;Mitepalmu;x
4736;148;193;0;Hopez;x
4737;144;193;0;Dopmekjagu;x
4738;143;193;0;Rafaze;x
4739;142;193;0;Vewhoh;x
4740;141;193;0;Bekode;x
4741;139;193;0;Jejkuvehgehuvland;x
4742;125;193;0;Yecoq;x
4743;124;193;0;Yugkoki;x
4744;112;193;0;Rirfowbuqux;x
4745;110;193;0;Komhozogdo;x
4746;98;193;0;Difrowjetyi;x
4747;89;193;0;Moye;x
4748;88;193;0;Keqcayujaf;x
4749;87;193;0;Sazyab;x
4750;84;193;0;Mocecdexland;x
4751;83;193;0;Jamdoqsokmi;x
4752;82;193;0;Lelek;x
4753;72;193;0;Gohe;x
4754;71;193;0;Yedland;x
4755;69;193;0;Kufpexvoland;x
4756;65;193;0;Hulxorkorude;x
4757;62;193;0;Sukhoj;x
4758;61;193;0;Lixfiscay;x
4759;52;193;0;Kocu;x
4760;48;193;0;Qahqukli;x
4761;46;193;0;Goza;x
4762;36;193;0;Rox;x
4763;19;193;0;Nihyanabo;x
4764;17;193;0;Gabvuwjom;x
4765;7;193;0;Doqzemjaj;x
4766;253;192;0;Forbamjufoh;x
4767;250;192;0;Zucrakuzu;x
4768;247;192;0;Toyqen;x
4769;244;192;0;Nozcep;x
4770;237;192;0;Rilceb;x
4771;229;192;0;Jibwogo;x
4772;222;192;0;Hevugo;x
4773;220;192;0;Sotrob;x
4774;216;192;0;Ziygefaveqme;x
4775;214;192;0;Sagu;x
4776;212;192;0;Ceqzoxvafhu;x
4777;210;192;0;Povawtetej;x
4778;207;192;0;Yafpu;x
4779;203;192;0;Dam;x
4780;200;192;0;Sem;x
4781;194;192;0;Togajhob;x
4782;187;192;0;Sumguvje;x
4783;179;192;0;Hirjukrawud;x
4784;167;192;0;Dapyibuga;x
4785;164;192;0;Feki;x
4786;151;192;0;Wagwircicqete;x
4787;144;192;0;Minpuvniy;x
4788;132;192;0;Lagsiled;x
4789;128;192;0;Demukkoguwoy;x
4790;121;192;0;Zacsejjubeland;x
4791;114;192;0;Wezjoniwfayfi;x
4792;106;192;0;Piduge;x
4793;104;192;0;Zubij;x
4794;99;192;0;Nawxop;x
4795;86;192;0;Fasidi;x
4796;84;192;0;Ferop;x
4797;79;192;0;Bepvimiland;x
4798;76;192;0;Lipex;x
4799;67;192;0;Giynav;x
4800;64;192;0;Tozlu;x
4801;58;192;0;Kocxej;x
4802;54;192;0;Ravkuhihseb;x
4803;53;192;0;Mebjot;x
4804;51;192;0;Yivrahjaland;x
4805;47;192;0;Gijde;x
4806;42;192;0;Tajwoldeb;x
4807;29;192;0;Liwebu;x
4808;10;192;0;Cunsoj;x
4809;7;192;0;Sayi;x
4810;250;191;0;Migciqzeyuzef;x
4811;249;191;0;Galevos;x
4812;234;191;0;Kavvilemuk;x
4813;230;191;0;Beziland;x
4814;229;191;0;Jufohowre;x
4815;215;191;0;Nugufer;x
4816;209;191;0;Yazwa;x
4817;204;191;0;Nenozevu;x
4818;195;191;0;Medu;x
4819;192;191;0;Yusuvelada;x
4820;189;191;0;Gehjejqa;x
4821;185;191;0;Hovjuqzo;x
4822;175;191;0;Wujocseland;x
4823;170;191;0;Zinujecmak;x
4824;169;191;0;Puppix;x
4825;158;191;0;Cecte;x
4826;153;191;0;Woyowva;x
4827;149;191;0;Kufuxan;x
4828;148;191;0;Luvoyigos;x
4829;135;191;0;Giqizvexkuj;x
4830;134;191;0;Kaze;x
4831;132;191;0;Likfafuv;x
4832;125;191;0;Sehfipju;x
4833;123;191;0;Buhilvujland;x
4834;118;191;0;Lunomcudos;x
4835;115;191;0;Sivkinbaja;x
4836;98;191;0;Wukhacxiv;x
4837;94;191;0;Bataz;x
4838;83;191;0;Nuland;x
4839;82;191;0;Jofpejol;x
4840;80;191;0;Kuqabhi;x
4841;72;191;0;Qemviccas;x
4842;70;191;0;Nin;x
4843;67;191;0;Ruksihkijland;x
4844;59;191;0;Nuqpes;x
4845;56;191;0;Nubketu;x
4846;52;191;0;Fe;x
4847;50;191;0;Vamxemqaqubyah;x
4848;46;191;0;Sidvu;x
4849;40;191;0;Ledu;x
4850;37;191;0;Jutze;x
4851;32;191;0;Kewtoyoland;x
4852;24;191;0;Rogo;x
4853;17;191;0;Yacribjam;x
4854;5;191;0;Gazuhewil;x
4855;254;190;0;Pefnapfofu;x
4856;249;190;0;Wiyahjemdam;x
4857;247;190;0;Cigginqoyland;x
4858;241;190;0;Wi;x
4859;238;190;0;Kuxdesipesme;x
4860;234;190;0;Miqluqpozru;x
4861;233;190;0;Xuylunuh;x
4862;227;190;0;Yacezjew;x
4863;224;190;0;Zu;x
4864;223;190;0;Qexemsogko;x
4865;216;190;0;Hixutedeland;x
4866;207;190;0;Vawecu;x
4867;199;190;0;Rigofahwiz;x
4868;198;190;0;Pogqoy;x
4869;188;190;0;Fazey;x
4870;179;190;0;Karlupne;x
4871;175;190;0;Ceygenpiwland;x
4872;168;190;0;Ye;x
4873;148;190;0;Jejo;x
4874;147;190;0;Rirxixoflu;x
4875;144;190;0;Bafe;x
4876;143;190;0;Ludakevew;x
4877;141;190;0;Kirdepiland;x
4878;129;190;0;Telyi;x
4879;125;190;0;Ponmefland;x
4880;119;190;0;Buwcu;x
4881;111;190;0;Posufxelvot;x
4882;110;190;0;Tabegso;x
4883;108;190;0;Zutdopmoksecland;x
4884;91;190;0;Lovbibo;x
4885;87;190;0;Kelhuq;x
4886;86;190;0;Xazayov;x
4887;83;190;0;Necve;x
4888;78;190;0;Yodudawma;x
4889;71;190;0;Wur;x
4890;69;190;0;Nipfoxox;x
4891;68;190;0;Kemon;x
4892;64;190;0;Wanajyeland;x
4893;61;190;0;Xuxij;x
4894;49;190;0;Nazocfi;x
4895;43;190;0;Muzqijland;x
4896;37;190;0;Wuhnag;x
4897;34;190;0;Gifbuj;x
4898;25;190;0;Hapcipixaland;x
4899;17;190;0;Sozreqeqland;x
4900;10;190;0;Heyanugland;x
4901;8;190;0;Gajaleyjeland;x
4902;4;190;0;Sadrefmamoj;x
4903;254;189;0;Xejuwizwelva;x
4904;252;189;0;Wuydajbif;x
4905;245;189;0;Lizsiynef;x
4906;243;189;0;Jutri;x
4907;238;189;0;Ka;x
4908;218;189;0;Guka;x
4909;210;189;0;Yicacfev;x
4910;204;189;0;Sokimgu;x
4911;200;189;0;Qejvezittut;x
4912;199;189;0;Rozuju;x
4913;196;189;0;Wixuqtubna;x
4914;193;189;0;Sixehe;x
4915;182;189;0;Ci;x
4916;170;189;0;Vekop;x
4917;164;189;0;Nolmafiq;x
4918;163;189;0;Wecditqiv;x
4919;159;189;0;Goykugkapfer;x
4920;158;189;0;Kurav;x
4921;155;189;0;Kewyuxme;x
4922;148;189;0;Mavki;x
4923;144;189;0;Duqxe;x
4924;141;189;0;Luqciyayowqurland;x
4925;136;189;0;Wirqa;x
4926;132;189;0;Xotjumuclucland;x
4927;131;189;0;Peqaljevhe;x
4928;120;189;0;Zupimroxjag;x
4929;113;189;0;Mozfuf;x
4930;110;189;0;Zeruzu;x
4931;105;189;0;Zupandi;x
4932;99;189;0;Fitezec;x
4933;96;189;0;Kecqagu;x
4934;95;189;0;Porpolad;x
4935;94;189;0;Vaqexigpo;x
4936;93;189;0;Noqji;x
4937;87;189;0;Xuqdewafa;x
4938;83;189;0;Fadcomwug;x
4939;76;189;0;Kinac;x
4940;74;189;0;Nop;x
4941;60;189;0;Rejor;x
4942;58;189;0;Nifqusnaymuv;x
4943;55;189;0;Hevravolza;x
4944;37;189;0;Weqrucipmu;x
4945;35;189;0;Femmoyi;x
4946;28;189;0;Hencotxajo;x
4947;20;189;0;Woxixixyocuy;x
4948;19;189;0;Yahqikqacjup;x
4949;12;189;0;Suqgulfoynoxland;x
4950;11;189;0;Zocegu;x
4951;9;189;0;Cirzackucey;x
4952;255;188;0;Qafulmo;x
4953;253;188;0;Pojopeplic;x
4954;252;188;0;Vimuyasezeb;x
4955;251;188;0;Tiqhaku;x
4956;246;188;0;Rilcawon;x
4957;241;188;0;Rawzosna;x
4958;222;188;0;Feqmacukse;x
4959;218;188;0;Wuxdavnuj;x
4960;210;188;0;Davbok;x
4961;209;188;0;Bitinga;x
4962;208;188;0;Siqkow;x
4963;201;188;0;Joc;x
4964;198;188;0;Zegicsa;x
4965;189;188;0;Robidnimzifa;x
4966;181;188;0;Hijofha;x
4967;175;188;0;Giqotzohyi;x
4968;174;188;0;Nehzi;x
4969;173;188;0;Baytuxofdu;x
4970;159;188;0;Lucudkuwep;x
4971;155;188;0;Roldulheland;x
4972;150;188;0;Sicur;x
4973;134;188;0;Kigkikup;x
4974;127;188;0;Larappobyum;x
4975;119;188;0;Dapxus;x
4976;112;188;0;Yeplilnaq;x
4977;100;188;0;Si;x
4978;91;188;0;Qodopabfer;x
4979;85;188;0;Voylovo;x
4980;79;188;0;Pamces;x
4981;77;188;0;Zoreland;x
4982;70;188;0;Qofemmovuffu;x
4983;68;188;0;Domreqtiy;x
4984;66;188;0;Moldanwaj;x
4985;63;188;0;Mipgi;x
4986;58;188;0;Rodyoqpo;x
4987;55;188;0;Lamfinusmij;x
4988;53;188;0;Mepoduva;x
4989;44;188;0;Yohozbu;x
4990;33;188;0;Govlaztohbaw;x
4991;30;188;0;Dujbitlorlu;x
4992;29;188;0;Zipnuf;x
4993;26;188;0;Zaxbike;x
4994;19;188;0;Yowhismo;x
4995;12;188;0;Mahewefpe;x
4996;7;188;0;Zag;x
4997;254;187;0;Sulkehhi;x
4998;251;187;0;Xuta;x
4999;246;187;0;Pupvibvodufa;x
5000;245;187;0;Suhguseq;x
5001;237;187;0;Quxagse;x
5002;234;187;0;Vuktuvomij;x
5003;233;187;0;Vobvag;x
5004;224;187;0;Purani;x
5005;217;187;0;Pi;x
5006;214;187;0;Xod;x
5007;208;187;0;Nuptidux;x
5008;204;187;0;Kewmulerej;x
5009;203;187;0;Pinnimi;x
5010;198;187;0;Tiqhojig;x
5011;189;187;0;Yunnoqampem;x
5012;181;187;0;Pu;x
5013;173;187;0;Ticalah;x
5014;164;187;0;Pope;x
5015;162;187;0;Xokuje;x
5016;159;187;0;Wixobnogducsep;x
5017;158;187;0;Joxcaju;x
5018;154;187;0;Sudho;x
5019;153;187;0;Sizsavjesyeland;x
5020;139;187;0;Zifyahizgu;x
5021;134;187;0;Ciribico;x
5022;131;187;0;Focop;x
5023;128;187;0;Qixasfat;x
5024;123;187;0;Kevmilu;x
5025;121;187;0;Bezucujcinland;x
5026;120;187;0;Qoccav;x
5027;113;187;0;Jenqijwekfo;x
5028;112;187;0;Sitijna;x
5029;106;187;0;Gat;x
5030;105;187;0;Ciwlebilu;x
5031;94;187;0;Zaqjafotland;x
5032;91;187;0;Quytutac;x
5033;89;187;0;Dekul;x
5034;84;187;0;Jevgosyam;x
5035;83;187;0;Liloselripo;x
5036;80;187;0;Mihodqok;x
5037;79;187;0;Marsohkuland;x
5038;74;187;0;Roketbo;x
5039;65;187;0;Kumuqland;x
5040;58;187;0;Dufum;x
5041;55;187;0;Xedna;x
5042;54;187;0;Fifgedvuland;x
5043;53;187;0;Geqra;x
5044;51;187;0;Jibraki;x
5045;49;187;0;Boz;x
5046;42;187;0;Niyjom;x
5047;37;187;0;Gulivapvet;x
5048;34;187;0;Qac;x
5049;31;187;0;Yojkog;x
5050;26;187;0;Pupinsa;x
5051;22;187;0;Livdabah;x
5052;19;187;0;Kacjefix;x
5053;15;187;0;Wasiccoc;x
5054;14;187;0;Gejguwme;x
5055;10;187;0;Romajjicofland;x
5056;5;187;0;Gewexdildeg;x
5057;4;187;0;Fequvjos;x
5058;2;187;0;Fepjovug;x
5059;0;187;0;Welyohuj;x
5060;242;186;0;Sev;x
5061;237;186;0;Rupzizemexzer;x
5062;229;186;0;Cijarxunya;x
5063;225;186;0;Qejvazoland;x
5064;224;186;0;Daq;x
5065;222;186;0;Tijfuskunni;x
5066;218;186;0;Rasiqorfiland;x
5067;205;186;0;Wiqbusafku;x
5068;202;186;0;Zegwitbaqyi;x
5069;201;186;0;Libnu;x
5070;190;186;0;Ladi;x
5071;180;186;0;Midirzivvo;x
5072;177;186;0;Zaxjobitari;x
5073;176;186;0;Vopqe;x
5074;174;186;0;Vehpe;x
5075;173;186;0;Cekodi;x
5076;164;186;0;Yikyedawogu;x
5077;161;186;0;Pozaywu;x
5078;159;186;0;Vandipo;x
5079;150;186;0;Duhci;x
5080;148;186;0;Fasixmah;x
5081;142;186;0;Yehwacicvok;x
5082;139;186;0;Kerivo;x
5083;130;186;0;Bipa;x
5084;124;186;0;Soqlo;x
5085;120;186;0;Mazegje;x
5086;119;186;0;Balaxoyhub;x
5087;118;186;0;Nulutqa;x
5088;117;186;0;Xorsimim;x
5089;104;186;0;Secjoruv;x
5090;101;186;0;Sellopjid;x
5091;94;186;0;Zifobu;x
5092;92;186;0;Cezuv;x
5093;91;186;0;Xudzagmi;x
5094;82;186;0;Nesyesetnur;x
5095;80;186;0;Kihejiland;x
5096;75;186;0;Cadyojume;x
5097;74;186;0;Quqohot;x
5098;70;186;0;Yubicdu;x
5099;67;186;0;Kojewdogken;x
5100;66;186;0;Wawpacbi;x
5101;54;186;0;Rikescuncupu;x
5102;47;186;0;Rakbiyopgut;x
5103;39;186;0;Lidbox;x
5104;29;186;0;Yodohegob;x
5105;16;186;0;Qibanu;x
5106;8;186;0;Zifqiland;x
5107;6;186;0;Gisdifonagland;x
5108;247;185;0;Xalevuj;x
5109;245;185;0;Zaygektijaland;x
5110;235;185;0;Lumediqfes;x
5111;234;185;0;Lejreza;x
5112;222;185;0;Nopsijxuvpawsi;x
5113;211;185;0;Zupipguljih;x
5114;210;185;0;Ducefi;x
5115;205;185;0;Rajuxzissik;x
5116;194;185;0;Lopakaf;x
5117;183;185;0;Nomkitvilte;x
5118;177;185;0;Zikduqfivzu;x
5119;174;185;0;Hanewomgoz;x
5120;171;185;0;Gojunle;x
5121;167;185;0;Zumfelfac;x
5122;164;185;0;Zoqacjih;x
5123;159;185;0;Vukijken;x
5124;154;185;0;Volza;x
5125;151;185;0;Xasurotxo;x
5126;146;185;0;Nubweqel;x
5127;139;185;0;Govcora;x
5128;135;185;0;Tuldewrox;x
5129;133;185;0;Pecvih;x
5130;132;185;0;Nastinkux;x
5131;130;185;0;Wotocraf;x
5132;129;185;0;Pipgosbeland;x
5133;127;185;0;Cudnorzu;x
5134;126;185;0;Nugsojez;x
5135;125;185;0;Qiland;x
5136;114;185;0;Roduland;x
5137;113;185;0;Voqaglanip;x
5138;112;185;0;Suzezzo;x
5139;103;185;0;Gefnax;x
5140;102;185;0;Tiwicfehu;x
5141;101;185;0;Wapahwi;x
5142;97;185;0;Famo;x
5143;86;185;0;Limxatoland;x
5144;83;185;0;Gonakcu;x
5145;80;185;0;Sodikwu;x
5146;79;185;0;Cah;x
5147;78;185;0;Xitopjonbeland;x
5148;77;185;0;Nazcev;x
5149;75;185;0;Ninvedik;x
5150;73;185;0;Hefuqyiypoq;x
5151;72;185;0;Falzajitgo;x
5152;69;185;0;Xogmukrey;x
5153;63;185;0;Gabi;x
5154;60;185;0;Wifro;x
5155;58;185;0;Topoyruxun;x
5156;57;185;0;Dabugiq;x
5157;54;185;0;Kowtezix;x
5158;53;185;0;Kujeblug;x
5159;44;185;0;Juwyekbo;x
5160;23;185;0;Tuzpahzidejland;x
5161;22;185;0;Waqraw;x
5162;19;185;0;Gexuxo;x
5163;18;185;0;Bazadfuwoland;x
5164;8;185;0;Peb;x
5165;6;185;0;Humulelxuland;x
5166;3;185;0;Cumajecatxad;x
5167;244;184;0;Coqfuysi;x
5168;239;184;0;Bithawnobhimland;x
5169;237;184;0;Jumi;x
5170;235;184;0;Ziqyevyib;x
5171;232;184;0;Liclew;x
5172;230;184;0;Nudhurihza;x
5173;229;184;0;Kod;x
5174;221;184;0;Ve;x
5175;217;184;0;Firasmir;x
5176;211;184;0;Wedwehvov;x
5177;207;184;0;Behwujxezi;x
5178;203;184;0;Zoywinqixe;x
5179;196;184;0;Doxtizbilvo;x
5180;192;184;0;Cejadsot;x
5181;189;184;0;Vepubahi;x
5182;186;184;0;Huyi;x
5183;181;184;0;Qegfu;x
5184;177;184;0;Vulxejbohquv;x
5185;170;184;0;Yesxec;x
5186;159;184;0;Vimkidakgiz;x
5187;156;184;0;Mazete;x
5188;151;184;0;Woldayo;x
5189;148;184;0;Nidxis;x
5190;144;184;0;Zucayiland;x
5191;143;184;0;Damobo;x
5192;134;184;0;Baznelnoto;x
5193;125;184;0;Qozev;x
5194;123;184;0;Gikwac;x
5195;118;184;0;Mezonegland;x
5196;115;184;0;Judefiruv;x
5197;112;184;0;Wibgujqilli;x
5198;111;184;0;Pakosoyoshes;x
5199;110;184;0;Letucput;x
5200;104;184;0;Qosecezmi;x
5201;102;184;0;Moxhapic;x
5202;92;184;0;Meyo;x
5203;88;184;0;Dicohepar;x
5204;59;184;0;Bonbaxbi;x
5205;58;184;0;Bevudwu;x
5206;52;184;0;Tasedoli;x
5207;45;184;0;Him;x
5208;44;184;0;Ximxedo;x
5209;40;184;0;Servimoyafland;x
5210;36;184;0;Dafnupnuzkec;x
5211;23;184;0;Demay;x
5212;22;184;0;Jiyo;x
5213;21;184;0;Rovovluv;x
5214;20;184;0;Qajanid;x
5215;12;184;0;Zuland;x
5216;11;184;0;Zuwixfowes;x
5217;8;184;0;Zuslukqoz;x
5218;7;184;0;Mondi;x
5219;6;184;0;Lovtapug;x
5220;3;184;0;Pockahazudqew;x
5221;2;184;0;Xahxajufedpiland;x
5222;248;183;0;Zuwazqeqqi;x
5223;243;183;0;Yogegland;x
5224;237;183;0;Perluj;x
5225;236;183;0;Bise;x
5226;235;183;0;Tuqmiwdefju;x
5227;232;183;0;Mevan;x
5228;223;183;0;Lezitdus;x
5229;222;183;0;Sejmizex;x
5230;221;183;0;Kulvogupland;x
5231;220;183;0;Welerriq;x
5232;218;183;0;Mukkiqve;x
5233;214;183;0;Gekah;x
5234;211;183;0;Seftaxa;x
5235;200;183;0;Kojuwnak;x
5236;194;183;0;Melbufa;x
5237;193;183;0;Suhbasi;x
5238;192;183;0;Zobfohhav;x
5239;189;183;0;Babiniysi;x
5240;185;183;0;Zegelevo;x
5241;179;183;0;Fodhekyofvu;x
5242;171;183;0;Yectebupkin;x
5243;159;183;0;Hepbag;x
5244;157;183;0;Sosmoysixokkus;x
5245;153;183;0;Guylisiqvo;x
5246;152;183;0;Powxiggi;x
5247;149;183;0;Viquland;x
5248;146;183;0;Mekamet;x
5249;135;183;0;Jatutki;x
5250;133;183;0;Pevqigeb;x
